Episode,Timestep,Action
901,2,"[[ 0.71258616 -0.09565109 -1.0395048   0.05437412 -2.2069428  -4.6896377
  -0.90317124  1.124269    0.4986688  -0.14644752 -0.38795316  0.55405307
  -0.13398576  1.104481   -0.32883066  1.6337231   0.67254615 -0.61993295
  -0.9684932  -0.6397493  -0.07032083 -0.16154209  0.19300973  1.8449056 ]]"
902,2,"[[ 1.2560922   0.1302923  -2.5774653   0.45656586 -1.3674688  -4.723175
  -0.11309609  1.4793347   2.0074353  -0.60123545 -1.0316789   1.8274052
  -1.2753303   1.6859329  -0.44974065  1.8506609   0.5253452  -1.2027591
  -1.2344224  -0.49912697 -0.20654243  0.5418421  -0.903722    1.297761  ]]"
903,2,"[[ 0.5094526   1.0956322  -1.8410009   0.3253853  -1.2230421  -4.971816
  -0.34370443  1.2228614   1.7335894  -0.555443   -0.12890764  1.1114415
  -0.70847106  2.469663   -0.59014374  1.6049287  -1.3953228  -1.4836934
  -0.0287984  -1.1729555  -0.26609945  0.68584454 -0.46762657  0.7503688 ]]"
904,2,"[[ 0.22357637 -0.31441766 -1.5678585   1.0166595  -1.0289894  -4.849681
  -0.89192486  0.27633464  3.107257   -0.34847063  0.14539629  0.5836426
  -0.08672565  1.3663448  -2.4329255   1.3617942  -0.7908292  -0.88687086
  -1.0595174  -0.2001499  -0.33705708  0.16007544 -0.92184764  0.3498907 ]]"
905,2,"[[ 0.09281927  0.8276013  -1.9906138  -0.0384877  -1.3056508  -4.3739104
  -0.7539768   1.8144195   1.390619   -0.29486078 -0.70962703  1.422918
   0.00979578  0.8360092  -1.011031    1.2535672  -0.1998395  -1.263732
  -0.54784596 -1.3011513   0.77928346  0.79648334 -1.2179372   2.2768497 ]]"
906,2,"[[ 0.8870619  -0.11709219 -3.3412733   0.3360995  -1.3057523  -4.886198
   0.18621093 -0.03018486  1.985387    0.10862404  0.18473414  1.4645565
   0.02942801  0.98863006 -0.91736853  1.6864377   0.12710235 -0.42076242
   0.31089073 -0.27055505 -0.70437706 -0.41757184 -0.56328636  1.3594868 ]]"
907,2,"[[ 0.03846902  0.8877876  -2.1118686   0.07000346 -2.8002367  -4.705716
  -0.5420692   0.585546    1.7824327  -0.90741    -0.693722    0.7351471
  -1.3076258   0.7586301  -1.3491837   1.4722596  -0.568351   -1.206471
  -0.04703701 -1.1133118  -1.4786701   1.2149177  -0.7772939   1.1437383 ]]"
908,2,"[[ 0.9421173   1.8583701  -1.9177696   0.06906058 -2.1424804  -5.2723274
  -1.2057089   0.11874944  1.0809689  -0.8786      0.0474095   1.5771774
  -0.58208644  1.334754   -0.7958575   1.5560473   0.26747802 -1.9762565
  -0.6378945  -0.54182935 -0.47493988 -0.08434464 -0.9249495   2.127586  ]]"
909,2,"[[ 0.48642272  0.24312937 -2.4625072  -0.76069164 -1.4518229  -3.8760767
  -0.19325738  1.5711588   1.6664709  -0.10452139 -0.303625    1.3598185
  -1.2207545   1.3677198  -0.5831293   1.957732   -0.37763548  0.34808773
  -0.47500324 -0.98990095  0.03096437 -0.9008275  -0.7977341   1.6945075 ]]"
910,2,"[[ 1.2075553   1.9974111  -1.8226941   0.63117903 -1.218243   -4.1008625
  -0.2792163   2.1916676   1.3758131  -0.69136    -1.0502838   0.8423723
  -0.785685    0.7284678   0.3652743   0.9951534  -0.79458666  0.3569088
  -0.519961   -1.3192211  -1.3763192   0.7053211  -0.94721377  1.7570913 ]]"
911,2,"[[ 0.64308774  1.0924895  -2.3977454  -0.40666026 -2.1156752  -5.1207724
  -0.18860736  0.71315444  1.8919936  -0.66311145  0.3015808   0.17620808
  -0.46381265  1.5208168  -1.2265229   2.3978477   0.25529227 -0.9254299
  -0.5840913  -0.47231624 -0.6844858  -0.35228235 -1.4845588   2.2260022 ]]"
912,2,"[[ 0.22936356  0.9789096  -2.0580213  -0.5831946  -0.99219245 -5.4595456
  -1.0141639   0.4488569   1.6125693  -1.380796    0.14086506  1.2097663
  -0.6347358   1.6646292  -1.1221551   1.3683968   0.15711012 -0.66310674
  -0.561322   -1.8007569  -0.64324415  0.43885922 -1.0144532   1.2538524 ]]"
913,2,"[[ 1.0885122   0.23719212 -2.6278274   1.4600606  -2.166296   -4.122701
  -1.262527    1.0752487   0.7734569  -0.7784759  -0.78970283  0.61693716
  -0.9025772   2.8289406  -1.0667939   1.8843776   0.3331802  -0.67425895
  -0.97186285 -1.1312914  -0.73518944  0.991868   -0.55226016  0.07061088]]"
914,2,"[[ 0.6448031   0.27459228 -2.3229134   0.26267156 -1.0959778  -4.345377
  -0.43588394 -0.46387148  1.2930373  -0.48651835 -0.26234862  1.4688208
  -0.59252197  0.9974107  -1.2524331   1.4351087  -0.09227306  0.17301118
  -0.60764194 -1.2114884   0.20220503  0.3610844  -1.4026346   1.5698397 ]]"
915,2,"[[ 0.7712648   0.22051272 -0.9627322   0.01739617 -1.6507059  -5.426871
  -0.46431464  0.8221682   1.1169438  -0.61690515 -0.18362767  2.1508849
  -1.0006164   0.99080026 -0.36161643  1.0664542   0.41379932 -2.5535007
   0.16824567 -0.5265583   1.4471309   0.1510651  -0.08777678  1.70178   ]]"
916,2,"[[ 0.29982162  0.39184856 -2.095698    0.5718407  -0.69013655 -4.971827
   0.20680195  0.8787108   1.909805   -0.68055487 -0.59711623  1.370265
  -0.81398666  0.9316329  -0.11687267  2.016546   -0.41458985 -2.1091332
  -0.30039728 -0.7667768  -1.269167    0.4775343  -0.72091275  1.1389911 ]]"
917,2,"[[ 1.3985059   0.3084975  -2.554709   -0.04459658 -0.8433671  -4.7892575
  -0.6817343   1.1749469   0.23031998 -0.8591979   1.3122752   1.4550532
  -0.760472    1.0710142  -0.54254085  2.34973     1.6073114  -0.6431138
  -0.6364355  -0.6203228   0.07582727  0.23333544 -0.817804    1.8345617 ]]"
918,2,"[[ 0.40718266  0.2601788  -2.419673   -0.5395323   0.19328916 -5.2442703
   0.7306804   0.3266254   0.7009567   0.09463191 -0.40321353  0.6733413
  -1.190545    2.0645933  -0.4719159   1.3929769   0.77715397 -1.1423092
   0.6621791   0.11220616 -1.795527    0.3292457  -0.1896258   1.576647  ]]"
919,2,"[[ 1.9106486  -0.25146055 -0.5335022  -0.08144277 -1.1076108  -4.300297
   0.6088306   0.35572553  1.0672028  -0.17378752  0.3879481   1.7743679
  -0.64779615  1.7682693  -0.687973    1.2771015  -0.03299753 -0.65887016
   0.49479944 -0.14577293  0.16642469  0.1803719  -0.9719366   1.8418974 ]]"
920,2,"[[ 0.7441711   0.7047318  -2.067464    0.43060908 -1.673459   -5.0811863
  -1.1615611   0.16619629  1.1823413   0.07551286  0.01359463  2.1829572
  -0.6533592   1.0870373  -1.0144404   0.76887375 -0.33340183 -1.8201925
  -0.3937352  -0.3692058   0.598827    0.0956253  -0.75607616  1.5964493 ]]"
921,2,"[[ 1.0523187   0.36307845 -3.4173656  -0.28023705 -0.8266773  -4.9963956
   0.4172809   1.494728    1.8453424  -0.7518536   1.0421052   0.2022751
  -1.1481442   1.9260242   0.33788168  2.2698197   0.55066216 -0.27176416
  -0.4206238  -0.7089736  -0.50491005  0.51483065 -1.1876996   1.2940433 ]]"
922,2,"[[ 1.5569313   0.6368761  -2.3938553   0.00675958 -1.3771887  -4.396234
  -0.30259842  0.6563022   0.94802195 -0.1993174   0.582892    1.2293
  -0.28308964  1.1131709  -2.5086524   1.536526   -1.1469142   0.01447278
  -0.48348272 -0.52849734 -0.5572103  -0.09643228 -0.13141322  0.97451663]]"
923,2,"[[ 0.4010825   0.5337886  -1.1796248   0.12835597 -0.7809311  -4.4058475
  -0.01482004  1.7097316   1.6437314   0.1972878  -0.644361    0.9505815
  -0.3199119   1.5169306  -0.22674227  2.2789419  -0.53323394 -0.16356134
   0.04301411 -0.04746741 -0.18853626  0.42440236 -2.0344129   1.4806228 ]]"
924,2,"[[ 0.4655088   0.832214   -1.8101255   0.58766776 -1.9972882  -4.5682497
  -0.6195055   0.8549572   1.8122745   0.00882432  0.57396144  1.5463195
  -0.69764376  1.1016264  -2.3536644   2.0882993  -0.18488419 -0.5162373
  -0.6006927   0.28338253 -0.27042344  0.6022546  -1.1889079   1.4968042 ]]"
925,2,"[[ 9.6319038e-01  3.4046093e-01 -2.0563178e+00  3.5035778e-02
  -1.3177009e+00 -5.2683210e+00 -9.0281963e-01  9.0903211e-01
   2.4890392e+00 -1.3397729e+00  6.1120063e-02  6.7384374e-01
   1.7639995e-03  1.0253390e+00 -1.9737904e+00  1.3699338e+00
   1.8851131e-02 -7.8912854e-01  5.1398855e-01 -5.6906050e-01
   1.3007137e-01 -1.7138727e-01 -1.0839807e+00  2.9778261e+00]]"
926,2,"[[ 1.0978236   0.04057747 -1.1032902  -0.20957682 -1.1579102  -4.512194
   0.6355133   0.13256085  0.6446219   0.16199169 -0.27252957  1.6556902
  -0.25791004  1.0517534   0.44214034  1.1897489  -0.24096614 -1.4121702
  -0.09359044 -1.1153228   0.9640619   0.27029848 -1.1686444   1.3555473 ]]"
927,2,"[[ 1.4990115   0.19830477 -2.4536116   0.36184296 -1.0141802  -4.6688623
  -0.36333555  2.2213473   1.1773396  -0.52607244 -0.16844603 -0.02764785
  -0.34975195  0.8860616  -1.2896581   1.2248901   0.15624882 -1.0160626
  -0.24934581 -0.48223954  0.29103014  1.2970232  -0.90804714  1.6804199 ]]"
928,2,"[[ 0.44595712  0.78623724 -1.9757723  -0.39331466 -2.8938017  -5.424751
  -0.36316252  0.7172184   1.0739139  -0.54119134  0.07783672  1.4695703
  -0.35065183  0.7889317  -0.40328497  2.2128015   0.16824888 -0.5614226
  -0.0882495  -0.33230826  0.91305137 -1.0000844  -1.5071558   0.83752334]]"
929,2,"[[ 8.3343416e-01  1.3382368e+00 -2.3184853e+00  7.9068083e-01
  -2.1540754e+00 -5.3998051e+00 -5.3481805e-01  1.3402700e+00
   1.7371804e+00 -6.4945459e-01 -2.0517960e-01  1.4145398e+00
  -5.5148375e-01  4.7276556e-01 -5.3802359e-01  2.0388181e+00
  -8.0486998e-02 -2.3894727e-02 -4.7273403e-01 -1.3811400e+00
  -7.0476699e-01 -2.3044422e-03 -7.8306377e-02  2.0434465e+00]]"
930,2,"[[ 0.39081088  1.6302216  -1.1817857  -0.44443542 -1.4878684  -4.9034925
   0.16435194  1.091927    2.4183302  -0.489729    0.46787223  1.3956013
  -1.8630278   0.54958004 -1.6181839   2.4502048   0.43166596 -0.94971657
  -0.34936428 -0.8130201   0.22492453  0.21318941 -1.1628784   1.4881145 ]]"
931,2,"[[-0.03143072  0.6255074  -2.0931938  -0.06141169 -0.14448535 -4.2851396
   0.282781    1.6328723   1.2399635   0.5268327  -1.5785215   2.8634005
  -1.0073451   1.5534285  -2.2515988   2.1362715  -0.4965586  -0.18684864
  -0.93926525 -0.9603708   0.9746324  -0.15134388 -0.53977597  1.213288  ]]"
932,2,"[[-0.15372694  0.15978965 -3.461543   -0.6955967  -1.0423515  -4.234745
  -0.13083214  0.1844973   0.7303049  -0.3388422   0.4748311   0.88176024
  -0.48085982  1.3304008  -2.2112036   1.8635789  -1.3760633  -0.63064694
  -0.45423356 -0.89962447 -1.0604764   0.4753033  -1.3731363   1.8482901 ]]"
933,2,"[[ 1.2415612   0.69248724 -2.2281404   0.19346645 -1.6828303  -4.1617265
  -1.3088658   0.854306    1.2397734  -0.17866455  0.5812161   1.4018881
  -1.2863786   1.0966604  -0.8213519   1.6371574  -0.28316438 -0.9661925
  -1.2573727  -0.51381505 -0.8884084   0.48054928  0.52970356  2.6626358 ]]"
934,2,"[[-0.4087342   0.51434857 -2.0623298  -0.13682735 -1.2653865  -4.9556055
  -0.48231873  1.0253427   0.69888324 -0.2855855  -0.82948947  1.0279309
  -0.39377305  1.1585752  -0.6398852   1.417438   -0.33573917 -0.8216438
  -0.7079266  -0.90367305 -0.3360591  -0.7467997  -1.8788111   1.9539285 ]]"
935,2,"[[ 0.4185537   0.18555588 -2.5560224   0.27530202 -1.2794787  -5.032473
   0.42996892  0.8877344   2.3808885  -0.21566842 -0.4897553   1.2968438
  -0.0416711   0.9132437  -1.8999746   1.7279005  -1.2348526  -0.9938098
  -0.980335    0.29432154 -0.8860234  -0.01567471 -1.372895    1.9762316 ]]"
936,2,"[[ 0.61333656  0.37643945 -2.0333507   0.30858892 -1.3370459  -4.918286
   0.2997617   0.63745105  0.79575413 -0.86677575 -0.4561081  -0.34382057
  -1.0288095   2.8236575  -0.08832222  1.9231021  -0.5182096  -1.3206546
  -0.57706845  0.39442307 -0.27413872  0.09175108 -0.8286349   0.7975749 ]]"
937,2,"[[ 0.69908065  1.2570204  -2.4308794   0.46507722 -0.67506844 -5.6692743
   0.25141314  1.0295045   1.5772756  -0.5267266   0.6279624   0.46957272
  -0.820972    0.9934695  -0.8615104   2.0086439  -0.48883176 -1.5586295
  -1.5921832  -0.8678231   0.08730322  0.38304186 -1.0565158   2.6884017 ]]"
938,2,"[[ 0.50959194  0.9634366  -1.831588    0.16459256 -1.8111396  -5.1995463
   0.7615788   0.6687629   1.640332   -0.6733363  -2.6225305   0.6509219
  -0.55876154  1.1442502  -0.65897524  0.91901326 -0.7872884   0.14847863
  -0.41571718 -0.9379284  -0.24497272  0.69853526 -1.384728    1.9003502 ]]"
939,2,"[[ 9.6799123e-01  4.8381904e-01 -8.8957310e-01 -2.2820492e-01
  -1.3553252e+00 -4.5664110e+00 -1.0312891e+00  1.5353999e+00
   1.3326452e+00  1.9891903e-01  8.4715813e-01  1.0078459e+00
  -1.1310031e+00  7.1169794e-01 -1.3650316e-01  1.6900573e+00
  -7.3267460e-01 -8.6361992e-01 -6.8133312e-01 -9.1097844e-01
  -3.7643313e-03  2.7011240e-01 -1.2672904e+00  1.7859017e+00]]"
940,2,"[[ 0.57567406  0.40660506 -2.043408    1.1097796  -1.312407   -5.491168
   0.52083933  0.4469002   1.9646182   0.01231158  0.6583395   1.5685134
  -1.6276015   1.2380595  -0.4650668   1.8116447  -1.5584085  -1.0888762
   0.3296066  -0.83911526  0.8971231  -0.18398108 -0.51560456  0.94353884]]"
941,2,"[[ 0.26230794  0.7581885  -2.1715736   0.16905291  0.5165267  -4.546454
   0.21436134  0.7470211   2.7460284  -1.0044172  -0.2781925   0.9723823
  -1.1230339   2.0499794  -0.6551473   1.6780391   0.5638154  -0.4879477
   0.10344517 -1.1183946  -0.7240467  -0.9538165  -1.6962304   1.29379   ]]"
942,2,"[[ 0.9776633  -0.7106222  -2.3686352   0.12963282 -0.9099154  -4.181675
  -0.36524257  0.853528    1.929296    0.10724491  0.15641654  1.3134143
  -0.98726594  2.2717762  -0.91035736  1.4411796  -0.06191704 -0.05090106
  -0.6174849  -0.7550206   0.0117242   0.02529144 -0.32719547  1.99627   ]]"
943,2,"[[ 1.0494162   0.0968591  -2.0408115  -0.1563596  -1.645778   -3.9685354
  -1.3681402  -0.13633132  2.2505975  -1.0598022  -1.7914358   0.31853688
  -0.94082844  1.61271     0.20955372  1.1437652  -0.53299654 -0.72472036
  -0.48740685 -1.3762581   0.26365387  1.0130776  -1.2671813   1.5738163 ]]"
944,2,"[[ 1.2323697   0.8289459  -2.2845747   0.2467092  -1.6025273  -4.3662105
  -1.1666893   0.17246449  1.4237626  -0.27289662 -0.54452455  1.435159
  -0.8997104   1.9055274  -1.1486121   0.8991804  -0.877895   -0.01090497
  -0.82737315 -0.8611012   0.46726507 -2.1414409  -0.03967142  1.1470542 ]]"
945,2,"[[ 0.18383157  0.36099598 -0.84248495  0.6260247  -0.84469306 -4.073671
  -0.24607481  1.2984065   0.8147902  -1.1938887  -0.9100605   0.71176255
  -1.5290089   0.750325   -0.44232285  1.0486152  -0.04054569 -1.4160115
  -0.87940735 -0.19624269  0.7418603   0.3515355  -0.96306473  2.2055998 ]]"
946,2,"[[ 0.90507144  1.0445795  -2.2399333   0.27933103 -1.5508665  -4.684359
  -0.7039454   1.1226224   1.3872452   0.07635114  0.5736791   0.173222
  -0.49651563  1.6398495  -1.0151587   0.93763375  0.5427522  -0.8642092
  -0.5872639  -1.1326373  -0.536839    0.36963642 -0.9311527   1.0107083 ]]"
947,2,"[[ 1.0288246   0.7391311  -2.3874722   0.716284   -0.59618676 -4.826099
  -0.9336323   1.6122508   0.939455   -0.44812435  0.57072496  0.90747106
   0.4286765   1.526515   -1.8946903   1.9871405  -0.14778724 -1.0859008
  -0.4496568  -0.34250054  0.2795518  -0.5095362  -1.5870523   1.5359625 ]]"
948,2,"[[ 5.42560995e-01  3.68490636e-01 -2.87505889e+00 -1.33655816e-02
  -1.66580701e+00 -4.70461178e+00 -8.86754036e-01  1.84517264e-01
   1.63636816e+00  6.90085113e-01 -4.75448817e-01  7.55916715e-01
  -1.23018670e+00  1.00834465e+00 -1.32929027e-01  1.46943426e+00
   4.19139832e-01 -3.99735242e-01 -4.64535534e-01 -3.86935204e-01
   3.92554373e-01 -1.05971485e-01  4.44996357e-03  1.65519547e+00]]"
949,2,"[[ 0.58664894  1.2685316  -2.998947    0.20428509 -0.77748156 -5.8767476
  -0.35854095  0.85300565  1.692571    0.11514902  0.6237204   1.3627666
  -1.272341    0.72894746 -0.7440996   2.0585794   0.06354079 -0.3527045
  -0.2446422  -0.64818656  0.03783861  0.22944558 -0.9591804   1.3821797 ]]"
950,2,"[[ 1.0981202   0.33350846 -0.5238749   1.2152373  -0.6424202  -5.2398286
  -0.7732786   1.2111013   2.1382961   0.00754258  0.2637326   1.0984719
  -0.2297557   0.9968828  -0.9600831   2.0340335  -1.207073   -0.67903334
   0.12460476 -0.456059   -0.22403337 -0.1226695  -1.4031177   1.1055756 ]]"
951,2,"[[ 1.5222111   0.6600785  -1.8977228  -0.91352266 -1.90996    -4.3743153
  -0.268086    0.1588679   2.037354   -0.69319856 -0.88204217  0.52862805
  -1.1034431   1.1901761  -1.3111703   1.8149318  -0.14667138 -0.87840515
  -1.4499035  -0.4839738  -0.6855415  -0.12701738 -1.9548608   1.3149637 ]]"
952,2,"[[ 1.7116075   1.2576195  -2.2692442   0.03964266  0.70707595 -4.463527
  -0.8920509   1.4997342   2.1659408  -0.926339   -0.33705744  1.7163508
  -0.32616404  1.3956181  -1.7719915   1.1931355  -0.19045886 -1.4611928
  -0.2763331  -1.0343103  -0.4950707   0.02325252 -1.000147    1.7776068 ]]"
953,2,"[[ 1.1926728  -0.6615046  -1.9018344   0.11732087 -1.260376   -4.312512
  -0.28058904  1.1482898   2.2799134   0.20157039 -0.95950544  0.1824469
  -0.2647403   1.6144824  -0.8042176   0.7659797   0.4226434  -0.06074756
  -0.5367583  -0.06586391  0.4406103   1.1780654  -1.331131    1.3302733 ]]"
954,2,"[[ 1.5614421   1.280207   -2.527783    0.06329446 -1.8502647  -4.9209948
  -0.7554383   0.88537335  0.45024705 -1.1375909   0.12907994  1.8994533
  -0.11829323  0.9059065  -1.5802163   1.6567111  -0.13875258 -0.820116
  -0.8123112  -1.6223449   0.09840709  0.4359054  -0.36640576  0.78207916]]"
955,2,"[[ 1.3242207   0.9254181  -1.9269537   0.23824123 -2.6148677  -4.467429
  -0.45882922  1.5056535   1.0602108  -0.34989852 -0.25624323  0.53501135
  -1.2601194   1.4980531  -0.779392    1.3520992  -0.11468609 -0.6005534
  -0.22826895 -0.56730366  0.12907189 -0.62744206 -0.49777764  2.5580318 ]]"
956,2,"[[ 0.7705255   1.1293442  -2.1826506   0.8391646  -1.2976928  -4.0511527
  -0.5862012   1.0072919   1.0083171   0.1733818  -0.83483905  2.2828825
  -0.8656741   2.69619    -1.2520493   1.5699967  -1.5808152  -0.47422987
  -0.24960846 -1.032316   -0.20561886  0.50882274 -0.21158624  1.2776976 ]]"
957,2,"[[ 0.7534542   1.0997252  -2.5988545  -0.14356767 -1.3944844  -5.2128844
  -0.34864184  0.52883613  1.0086699  -1.1426759  -0.5834151   0.9102118
  -0.73780376  2.5885105  -0.34780633  2.0218563   0.16951817 -1.5090837
   0.40463305 -0.11483097 -1.0316037   0.21874917 -0.3978475   1.388911  ]]"
958,2,"[[ 1.1485602   0.44312847 -1.5023538  -0.46585256 -1.8521931  -4.74422
  -0.9431354   1.1320779   2.0545292  -0.52004087 -0.8323053  -0.07432163
  -1.237834    1.5710346  -1.1698958   0.8434572   0.24435547 -0.47615466
  -0.5102466  -1.029967   -0.0144361  -0.08499944 -0.5727736   1.3302544 ]]"
959,2,"[[ 0.08937901  1.2336137  -1.969165   -0.10534257 -1.8113847  -4.456819
  -0.12172595  1.678605    1.4855334  -0.5593071  -0.1960783   1.7603587
  -0.29152757  0.49740595  0.11051595  2.3682961  -0.20641184 -0.18709338
  -0.40065497 -0.45376942  0.40756968  0.19652167 -0.21238947  0.8502228 ]]"
960,2,"[[ 1.0713769   0.3051689  -1.4248219  -0.2981347  -1.2559791  -3.8815196
  -0.49606538  0.5549457   1.0749637  -0.6376157  -1.1125001   0.97360635
  -0.3919386   1.3808788  -0.4282303   2.2533028  -0.27652025 -0.04789478
  -0.2831109  -1.0672421   0.4306263   0.15092614 -1.4357696   0.31901157]]"
961,2,"[[ 0.6634864  -0.31891364 -1.5560051  -0.99173576 -1.5579064  -5.3669443
   0.4302871   1.1135541   2.4023688  -0.8883932  -0.4897915   1.1296172
  -1.2862247   0.9513132  -0.1912939   1.5566612  -0.7870878  -0.7472005
  -0.34914976 -1.2972126   0.2795753   0.33159927 -0.65129113  1.1300583 ]]"
962,2,"[[ 8.9425021e-01  1.5947720e-01 -2.2245336e+00  5.3557001e-02
   1.1843252e-01 -4.6597466e+00 -3.1923598e-01  1.7801280e+00
   1.1918031e+00 -4.3718383e-01 -1.0477866e+00  1.0854774e+00
  -1.1281983e+00  5.9449220e-01 -3.1791806e-02  1.3734078e+00
   3.0181569e-01 -3.2018745e-01 -7.4006480e-01 -4.7869134e-01
   1.5090287e-01  2.1265000e-03 -1.4423587e+00  1.4674488e+00]]"
963,2,"[[-0.30704242 -0.2531638  -1.8862306  -0.11970091 -1.0695549  -4.1597705
  -0.18567324  1.2158775   0.8015142  -0.8668866  -0.83649784  0.7062315
  -0.8703317   1.3890834  -1.0853982   1.6363709  -0.28310612 -0.5560032
   0.06107479 -0.5595023  -0.763522   -0.22435002 -0.70042044  1.6786736 ]]"
964,2,"[[ 1.6783042   0.8812684  -1.8551075  -0.63920844 -2.6010761  -4.9656944
  -1.33063     0.7087785   3.1508121  -1.288961   -0.66127515  0.39933175
  -0.8970464   2.4010193  -0.01551962  1.9686611  -1.7821753  -0.11375141
  -0.5325448  -0.795433    0.01843819 -0.17480406 -0.47722277  0.8780421 ]]"
965,2,"[[ 0.19553572  1.2025785  -2.4001658   0.7467305  -2.449974   -4.09625
   0.07759887  1.8389465   1.3976923  -0.19857168  0.32484373  1.293893
  -1.7224749   1.63041    -1.1954691   1.7078079   0.42137817  0.23015583
  -0.48295525 -0.8892709  -0.01770011 -0.0184605  -0.8160381   0.75782317]]"
966,2,"[[ 1.7724074  -0.3457288  -2.4212599  -0.16032833 -2.1120248  -4.4633484
  -0.13632843  0.7947942   0.28768873 -0.65891564 -0.5698969   0.24566227
  -0.59213746  2.0042229  -1.7470453   0.9585932  -0.38010415 -0.32327008
   0.30031586 -1.0828373  -0.15817845  0.05955422 -1.3726736   1.2914093 ]]"
967,2,"[[ 0.4664994   0.3062665  -2.0786328  -0.37664896 -1.3712485  -4.557682
   0.6467731   1.6467671   1.0194669  -0.24840084 -0.49997482  1.7230265
  -0.42173252  1.6241     -2.2439866   1.2872336  -0.13459101 -0.14804482
  -0.43939602 -0.43780944 -0.14294744  1.2977058  -0.20063257  1.3247695 ]]"
968,2,"[[ 1.2780273   0.6101305  -2.437057    0.7519124  -1.1248653  -3.9331305
  -0.5982164   1.2705429   1.2820232  -0.04243135 -0.2548061   1.0960209
  -0.26720506  1.0184262  -0.24125063  1.8845848   0.04224029 -0.91711724
  -0.5924629  -1.1872538  -1.1461579  -0.23817413 -1.695977    2.0162816 ]]"
